State,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z
S,S,-0.01,0.03,0.98,3.91,0.73,-0.49,-24.05,52.00,-400.00
S,S,-0.00,0.03,0.98,4.15,0.73,-0.55,-24.05,52.00,-400.00
S,S,-0.01,0.03,0.98,4.03,0.73,-0.55,-24.05,52.00,-400.00
S,S,-0.00,0.03,0.98,4.15,0.85,-0.49,-24.05,52.00,-400.00
S,S,-0.01,0.03,0.98,4.09,0.92,-0.43,-23.46,51.45,-400.00
S,S,-0.01,0.03,0.98,3.97,0.85,-0.55,-23.46,51.45,-400.00
S,S,-0.01,0.02,0.98,4.15,0.73,-0.49,-23.46,51.45,-400.00
S,S,-0.00,0.03,0.98,4.09,0.85,-0.37,-23.47,52.03,-400.00
S,S,-0.01,0.03,0.98,4.15,0.73,-0.55,-23.47,52.03,-400.00
S,S,-0.01,0.03,0.98,4.03,0.73,-0.49,-23.47,52.03,-400.00
S,S,-0.01,0.02,0.98,3.97,0.61,-0.67,-23.30,52.58,-400.00
S,S,-0.01,0.02,0.98,4.09,0.79,-0.61,-23.30,52.58,-400.00
S,S,-0.01,0.03,0.98,4.09,0.79,-0.43,-23.30,52.58,-400.00
S,S,-0.01,0.03,0.98,4.03,0.98,-0.49,-23.30,52.58,-400.00
S,S,-0.01,0.03,0.98,4.21,0.67,-0.73,-23.71,52.08,-400.00
S,S,-0.00,0.03,0.98,4.15,0.85,-0.61,-23.71,52.08,-400.00
S,S,-0.00,0.03,0.98,4.03,0.85,-0.67,-23.71,52.08,-400.00
S,S,-0.01,0.03,0.98,3.97,0.79,-0.61,-23.21,52.11,-400.00
S,S,-0.01,0.03,0.98,4.03,0.79,-0.73,-23.21,52.11,-400.00
S,S,-0.01,0.03,0.98,3.97,0.73,-0.49,-23.21,52.11,-400.00
S,S,-0.01,0.03,0.98,3.91,0.67,-0.55,-23.21,52.11,-400.00
S,S,-0.01,0.03,0.98,4.15,0.73,-0.49,-23.45,51.77,-400.00
S,S,-0.01,0.03,0.98,4.03,0.79,-0.61,-23.45,51.77,-400.00
S,S,-0.01,0.03,0.98,4.03,0.79,-0.49,-23.45,51.77,-400.00
S,S,-0.01,0.03,0.98,4.09,0.67,-0.55,-23.35,51.50,-400.00
S,S,-0.01,0.03,0.98,4.03,0.79,-0.55,-23.35,51.50,-400.00
S,S,-0.01,0.03,0.98,4.03,0.79,-0.55,-23.35,51.50,-400.00
S,S,-0.00,0.03,0.98,3.91,0.85,-0.61,-23.35,51.51,-400.00
S,S,-0.01,0.03,0.98,3.78,0.85,-0.43,-23.08,51.51,-400.00
S,S,-0.01,0.03,0.98,3.97,0.85,-0.37,-23.08,51.51,-400.00
S,S,-0.01,0.03,0.98,4.15,0.85,-0.55,-23.08,51.51,-400.00
S,S,-0.01,0.03,0.98,3.91,0.73,-0.55,-23.80,52.14,-400.00
S,S,-0.01,0.03,0.98,4.09,0.85,-0.55,-23.80,52.14,-400.00
S,S,-0.01,0.03,0.98,4.15,0.73,-0.49,-23.80,52.14,-400.00
S,S,-0.01,0.03,0.98,4.21,0.85,-0.43,-24.26,52.06,-400.00
S,S,-0.01,0.03,0.98,4.27,0.92,-0.49,-24.26,52.06,-400.00
S,S,-0.00,0.03,0.98,4.15,0.79,-0.61,-24.26,52.06,-400.00
S,S,-0.00,0.03,0.98,4.03,0.73,-0.61,-24.26,52.06,-400.00
S,S,-0.01,0.03,0.98,4.03,0.79,-0.61,-23.35,51.53,-400.00
S,S,-0.01,0.03,0.98,3.91,0.85,-0.61,-23.35,51.53,-400.00
S,S,-0.01,0.03,0.98,3.91,0.79,-0.61,-23.35,51.53,-400.00
S,S,-0.01,0.03,0.98,4.15,0.85,-0.49,-23.49,51.83,-400.00
S,S,-0.01,0.03,0.98,3.97,0.73,-0.55,-23.49,51.83,-400.00
S,S,-0.00,0.03,0.98,3.91,0.85,-0.67,-23.49,51.83,-400.00
S,S,-0.01,0.03,0.98,4.09,0.73,-0.55,-23.49,51.83,-400.00
S,S,-0.01,0.03,0.98,4.15,0.67,-0.43,-23.58,51.78,-400.00
S,S,-0.01,0.03,0.98,3.97,0.55,-0.55,-23.58,51.78,-400.00
S,S,-0.01,0.03,0.98,4.15,0.79,-0.61,-23.58,51.78,-400.00
S,S,-0.01,0.03,0.98,4.15,0.73,-0.49,-22.89,51.62,-400.00
S,S,-0.01,0.03,0.98,4.15,0.73,-0.55,-22.89,51.62,-400.00
S,S,-0.01,0.03,0.98,4.21,0.67,-0.43,-22.89,51.62,-400.00
S,S,-0.00,0.03,0.98,4.09,0.85,-0.55,-23.49,51.46,-400.00
S,S,-0.01,0.03,0.98,4.03,0.85,-0.61,-23.49,51.46,-400.00
S,S,-0.01,0.03,0.98,3.97,0.79,-0.49,-23.49,51.46,-400.00
S,S,-0.01,0.03,0.98,3.85,0.73,-0.49,-23.49,51.46,-400.00
S,S,-0.01,0.03,0.98,3.97,0.92,-0.55,-23.39,52.05,-400.00
S,S,-0.01,0.03,0.98,4.03,0.79,-0.49,-23.39,52.05,-400.00
S,S,-0.01,0.03,0.98,3.97,0.73,-0.43,-23.39,52.05,-400.00
S,S,-0.01,0.03,0.98,3.97,0.73,-0.55,-23.30,52.17,-400.00
S,S,-0.01,0.03,0.98,4.09,0.79,-0.55,-23.30,52.17,-400.00
S,S,-0.01,0.02,0.98,3.97,0.92,-0.49,-23.30,52.17,-400.00
S,S,-0.00,0.03,0.98,4.15,0.98,-0.61,-23.30,52.17,-400.00
S,S,-0.01,0.03,0.98,4.09,0.92,-0.49,-23.43,52.06,-400.00
S,S,-0.01,0.03,0.98,4.09,0.85,-0.37,-23.43,52.06,-400.00
S,S,-0.01,0.03,0.98,3.97,0.73,-0.61,-23.43,52.06,-400.00
S,S,-0.01,0.03,0.98,4.03,0.73,-0.61,-23.85,52.23,-400.00
S,S,-0.01,0.03,0.98,3.85,0.79,-0.37,-23.85,52.23,-400.00
S,S,-0.01,0.03,0.98,4.03,0.73,-0.61,-23.85,52.23,-400.00
S,S,-0.01,0.03,0.98,3.97,0.92,-0.49,-23.85,52.23,-400.00
S,S,-0.01,0.03,0.98,3.91,0.85,-0.49,-23.44,52.10,-400.00
S,S,-0.01,0.03,0.98,3.91,0.85,-0.55,-23.44,52.10,-400.00
S,S,-0.01,0.03,0.98,4.09,0.85,-0.43,-23.44,52.10,-400.00
S,S,-0.01,0.03,0.98,4.09,0.85,-0.49,-24.17,52.55,-400.00
S,S,-0.01,0.03,0.98,4.03,0.98,-0.49,-24.17,52.55,-400.00
S,S,-0.01,0.03,0.98,3.97,0.67,-0.55,-24.17,52.55,-400.00
S,S,-0.01,0.03,0.98,4.21,0.92,-0.61,-24.37,52.40,-400.00
S,S,-0.01,0.03,0.98,3.97,0.73,-0.49,-24.37,52.40,-400.00
S,S,-0.01,0.03,0.98,4.15,0.85,-0.61,-24.37,52.40,-400.00
S,S,-0.01,0.03,0.98,3.97,0.73,-0.55,-24.37,52.40,-400.00
S,S,-0.01,0.03,0.98,3.85,0.85,-0.43,-23.99,52.59,-400.00
S,S,-0.01,0.03,0.98,3.78,0.85,-0.55,-23.99,52.59,-400.00
S,S,-0.01,0.03,0.98,4.15,0.85,-0.67,-23.99,52.59,-400.00
S,S,-0.01,0.03,0.98,3.97,1.04,-0.61,-23.65,52.69,-400.00
S,S,-0.01,0.03,0.98,3.97,0.79,-0.67,-23.65,52.69,-400.00
S,S,-0.00,0.03,0.98,4.03,0.85,-0.55,-23.65,52.69,-400.00
S,S,-0.00,0.03,0.98,4.15,0.73,-0.49,-23.65,52.69,-400.00
S,S,-0.00,0.03,0.98,4.09,0.92,-0.55,-23.91,52.50,-400.00
S,S,-0.01,0.03,0.98,3.97,0.92,-0.49,-23.91,52.50,-400.00
S,S,-0.01,0.03,0.98,3.91,0.85,-0.61,-23.91,52.50,-400.00
S,S,-0.01,0.03,0.98,4.21,0.79,-0.55,-23.03,51.59,-400.00
S,S,-0.01,0.03,0.98,4.03,0.73,-0.55,-23.03,51.59,-400.00
S,S,-0.01,0.03,0.98,4.21,0.85,-0.67,-23.03,51.59,-400.00
S,S,-0.01,0.03,0.98,4.09,0.85,-0.49,-23.18,51.65,-400.00
S,S,-0.01,0.03,0.98,4.15,0.67,-0.61,-23.18,51.65,-400.00
S,S,-0.01,0.03,0.98,4.15,0.79,-0.61,-23.18,51.65,-400.00
S,S,-0.01,0.03,0.98,4.15,0.67,-0.55,-23.18,51.65,-400.00
S,S,-0.01,0.03,0.98,3.91,0.67,-0.61,-23.51,52.15,-400.00
S,S,-0.01,0.03,0.98,4.21,0.92,-0.55,-23.51,52.15,-400.00
S,S,-0.01,0.03,0.98,4.15,0.98,-0.55,-23.51,52.15,-400.00
S,S,-0.00,0.03,0.98,4.15,0.85,-0.61,-23.22,52.06,-400.00
S,S,-0.01,0.03,0.98,4.03,0.85,-0.49,-23.22,52.06,-400.00
S,S,-0.00,0.03,0.98,3.97,0.98,-0.49,-23.22,52.06,-400.00
S,S,-0.01,0.03,0.98,4.03,0.92,-0.61,-23.22,52.06,-400.00
S,S,-0.01,0.02,0.98,4.27,0.67,-0.61,-23.52,52.56,-400.00
S,S,-0.01,0.03,0.98,4.21,0.67,-0.61,-23.52,52.56,-400.00
S,S,-0.01,0.03,0.98,4.09,0.73,-0.61,-23.52,52.56,-400.00
S,S,-0.01,0.03,0.98,4.03,0.92,-0.61,-23.97,51.64,-400.00
S,S,-0.01,0.03,0.98,4.03,0.85,-0.55,-23.97,51.64,-400.00
S,S,-0.01,0.03,0.98,3.97,0.73,-0.55,-23.97,51.64,-400.00
S,S,-0.01,0.03,0.98,3.97,0.73,-0.55,-23.97,51.64,-400.00
S,S,-0.01,0.03,0.98,4.27,0.79,-0.43,-23.46,51.64,-400.00
S,S,-0.01,0.03,0.98,4.09,0.85,-0.61,-23.46,51.64,-400.00
S,S,-0.01,0.03,0.98,3.97,0.79,-0.55,-23.46,51.64,-400.00
S,S,-0.01,0.03,0.98,4.21,0.85,-0.49,-23.85,51.45,-400.00
S,S,-0.01,0.03,0.98,4.21,0.85,-0.67,-23.85,51.45,-400.00
S,S,-0.01,0.03,0.98,4.15,0.92,-0.67,-23.85,51.45,-400.00
S,S,-0.01,0.03,0.98,4.09,0.85,-0.49,-23.74,51.66,-400.00
S,S,-0.01,0.03,0.98,4.03,0.79,-0.55,-23.74,51.66,-400.00
S,S,-0.00,0.03,0.98,4.03,0.73,-0.43,-23.74,51.66,-400.00
S,S,-0.01,0.03,0.98,4.21,0.79,-0.43,-23.74,51.66,-400.00
S,S,-0.01,0.03,0.98,3.91,0.79,-0.55,-23.36,52.16,-400.00
S,S,-0.01,0.03,0.98,3.91,0.79,-0.43,-23.36,52.16,-400.00
S,S,-0.01,0.03,0.98,3.97,0.73,-0.49,-23.36,52.16,-400.00
S,S,-0.01,0.03,0.98,4.03,0.79,-0.61,-23.03,52.32,-400.00
S,S,-0.01,0.03,0.98,4.03,0.79,-0.55,-23.03,52.32,-400.00
S,S,-0.01,0.03,0.98,4.15,0.67,-0.49,-23.03,52.32,-400.00
S,S,-0.01,0.03,0.98,4.09,0.79,-0.55,-23.03,52.32,-400.00
S,S,-0.01,0.03,0.98,4.21,0.85,-0.61,-23.51,52.17,-400.00
S,S,-0.01,0.03,0.98,3.97,0.61,-0.43,-23.51,52.17,-400.00
S,S,-0.01,0.03,0.98,4.03,0.73,-0.55,-23.51,52.17,-400.00
S,S,-0.01,0.03,0.98,3.97,0.67,-0.67,-23.35,52.32,-400.00
S,S,-0.01,0.03,0.98,3.91,0.73,-0.49,-23.35,52.32,-400.00
S,S,-0.01,0.03,0.98,3.91,0.73,-0.49,-23.35,52.32,-400.00
S,S,-0.01,0.03,0.98,4.03,0.79,-0.55,-22.97,52.09,-400.00
S,S,-0.00,0.03,0.98,3.91,0.79,-0.49,-22.97,52.09,-400.00
S,S,-0.01,0.03,0.98,4.03,0.98,-0.61,-22.97,52.09,-400.00
S,S,-0.01,0.03,0.98,4.15,0.61,-0.61,-22.97,52.09,-400.00
S,S,-0.01,0.03,0.98,3.91,0.79,-0.55,-22.96,51.01,-400.00
S,S,-0.01,0.02,0.98,4.03,0.85,-0.49,-22.96,51.01,-400.00
S,S,-0.01,0.03,0.98,3.85,0.73,-0.73,-22.96,51.01,-400.00
S,S,-0.01,0.03,0.98,3.85,0.98,-0.61,-23.05,51.71,-400.00
S,S,-0.01,0.03,0.98,3.97,0.79,-0.61,-23.05,51.71,-400.00
S,S,-0.00,0.03,0.98,3.91,0.79,-0.55,-23.05,51.71,-400.00
S,S,-0.01,0.03,0.98,4.09,0.67,-0.61,-23.05,51.71,-400.00
S,S,-0.01,0.03,0.98,3.97,0.73,-0.49,-23.90,51.14,-400.00
S,S,-0.01,0.03,0.98,4.03,0.61,-0.49,-23.90,51.14,-400.00
S,S,-0.01,0.03,0.98,4.03,0.55,-0.43,-23.90,51.14,-400.00
S,S,-0.01,0.03,0.98,3.97,0.85,-0.55,-23.16,51.71,-400.00
S,S,-0.01,0.03,0.98,4.09,0.67,-0.49,-23.16,51.71,-400.00
S,S,-0.01,0.03,0.98,4.15,0.73,-0.61,-23.16,51.71,-400.00
S,S,-0.01,0.03,0.98,4.03,0.73,-0.61,-23.16,51.71,-400.00
S,S,-0.00,0.03,0.98,4.15,0.67,-0.55,-23.34,52.47,-400.00
S,S,-0.01,0.03,0.98,4.15,0.85,-0.55,-23.34,52.47,-400.00
S,S,-0.01,0.03,0.98,4.09,0.61,-0.49,-23.34,52.47,-400.00
S,S,-0.01,0.03,0.98,4.21,0.92,-0.49,-23.40,52.03,-400.00
S,S,-0.01,0.03,0.98,4.15,0.79,-0.55,-23.40,52.03,-400.00
S,S,-0.01,0.03,0.98,4.03,0.79,-0.43,-23.40,52.03,-400.00
S,S,-0.01,0.03,0.98,3.85,0.85,-0.61,-23.68,52.10,-400.00
S,S,-0.01,0.03,0.98,4.09,0.85,-0.73,-23.68,52.10,-400.00
S,S,-0.01,0.03,0.98,4.09,0.73,-0.55,-23.68,52.10,-400.00
S,S,-0.01,0.03,0.98,4.03,0.73,-0.67,-23.68,52.10,-400.00
S,S,-0.01,0.03,0.98,3.97,0.85,-0.55,-23.45,52.34,-400.00
S,S,-0.01,0.03,0.98,4.03,0.79,-0.43,-23.45,52.34,-400.00
S,S,-0.01,0.03,0.98,3.85,0.73,-0.67,-23.45,52.34,-400.00
S,S,-0.01,0.03,0.98,4.09,0.67,-0.49,-23.55,51.50,-400.00
S,S,-0.01,0.03,0.98,4.15,0.79,-0.61,-23.55,51.50,-400.00
S,S,-0.01,0.03,0.98,3.91,0.92,-0.67,-23.55,51.50,-400.00
S,S,-0.01,0.03,0.98,3.91,0.79,-0.49,-23.55,51.50,-400.00
S,S,-0.01,0.03,0.98,4.03,0.92,-0.55,-23.39,52.19,-400.00
S,S,-0.01,0.03,0.98,4.03,0.92,-0.37,-23.39,52.19,-400.00
S,S,-0.01,0.03,0.98,4.09,0.67,-0.55,-23.39,52.19,-400.00
S,S,-0.01,0.03,0.98,4.09,0.79,-0.67,-23.43,51.92,-400.00
S,S,-0.01,0.03,0.98,4.03,0.73,-0.61,-23.43,51.92,-400.00
S,S,-0.01,0.03,0.98,4.15,0.79,-0.49,-23.43,51.92,-400.00
S,S,-0.00,0.03,0.98,3.91,0.79,-0.61,-23.33,51.84,-400.00
S,S,-0.01,0.03,0.98,3.85,0.79,-0.55,-23.33,51.84,-400.00
S,S,-0.00,0.03,0.98,4.09,0.67,-0.61,-23.33,51.84,-400.00
S,S,-0.00,0.03,0.98,4.09,0.79,-0.61,-23.33,51.84,-400.00
S,S,-0.01,0.03,0.98,3.97,0.85,-0.67,-23.35,51.55,-400.00
S,S,-0.01,0.03,0.98,4.33,0.67,-0.73,-23.35,51.55,-400.00
S,S,-0.01,0.03,0.98,4.15,0.85,-0.55,-23.35,51.55,-400.00
S,S,-0.01,0.03,0.98,4.09,0.67,-0.61,-23.78,51.79,-400.00
S,S,-0.01,0.03,0.98,4.03,0.79,-0.49,-23.78,51.79,-400.00
S,S,-0.00,0.03,0.98,4.03,0.73,-0.67,-23.78,51.79,-400.00
S,S,-0.00,0.03,0.97,4.09,0.67,-0.55,-23.78,51.79,-400.00
S,S,-0.00,0.03,0.98,4.09,0.61,-0.67,-23.73,52.25,-400.00
S,S,-0.00,0.03,0.98,3.97,0.61,-0.67,-23.73,52.25,-400.00
S,S,-0.01,0.03,0.98,4.09,0.73,-0.49,-23.73,52.25,-400.00
S,S,-0.01,0.03,0.98,3.91,0.67,-0.55,-23.30,51.97,-400.00
S,S,-0.01,0.03,0.98,4.09,0.73,-0.55,-23.30,51.97,-400.00
S,S,-0.00,0.03,0.98,4.27,0.73,-0.67,-23.30,51.97,-400.00
S,S,-0.01,0.03,0.98,4.33,0.85,-0.55,-23.30,51.97,-400.00
S,S,-0.01,0.03,0.98,3.91,0.85,-0.79,-23.54,51.56,-400.00
S,S,-0.00,0.03,0.98,4.09,0.85,-0.73,-23.54,51.56,-400.00
S,S,-0.01,0.03,0.98,4.09,0.67,-0.67,-23.54,51.56,-400.00
S,S,-0.00,0.03,0.98,4.27,0.79,-0.73,-23.50,51.51,-400.00
S,S,-0.01,0.03,0.98,4.27,0.79,-0.67,-23.50,51.51,-400.00
S,S,-0.01,0.03,0.98,4.33,0.92,-0.73,-23.50,51.51,-400.00
S,S,-0.01,0.03,0.98,4.03,0.67,-0.61,-23.41,51.71,-400.00
S,S,-0.01,0.02,0.98,4.27,0.85,-0.67,-23.41,51.71,-400.00
S,S,-0.01,0.03,0.98,3.91,0.79,-0.61,-23.41,51.71,-400.00
S,S,-0.01,0.03,0.98,3.97,0.85,-0.61,-23.41,51.71,-400.00
S,S,-0.01,0.03,0.98,4.09,0.92,-0.67,-23.69,51.67,-400.00
S,S,-0.00,0.03,0.98,4.27,0.79,-0.61,-23.69,51.67,-400.00
S,S,-0.00,0.03,0.98,4.03,0.92,-0.67,-23.69,51.67,-400.00
S,S,-0.01,0.03,0.98,4.03,0.98,-0.67,-23.78,51.76,-400.00
S,S,-0.01,0.03,0.98,4.09,0.73,-0.55,-23.78,51.76,-400.00
S,S,-0.01,0.03,0.98,4.09,0.67,-0.61,-23.78,51.76,-400.00
S,S,-0.01,0.03,0.98,4.03,0.67,-0.61,-23.78,51.76,-400.00
S,S,-0.01,0.03,0.98,3.97,0.73,-0.55,-23.12,52.10,-400.00
S,S,-0.01,0.03,0.98,4.09,0.67,-0.49,-23.12,52.10,-400.00
S,S,-0.01,0.03,0.98,3.97,0.79,-0.55,-23.12,52.10,-400.00
S,S,-0.01,0.03,0.98,4.21,0.92,-0.61,-23.24,51.59,-400.00
S,S,-0.01,0.03,0.98,3.97,0.79,-0.49,-23.24,51.59,-400.00
S,S,-0.00,0.03,0.98,4.09,0.79,-0.55,-23.24,51.59,-400.00
S,S,-0.00,0.03,0.98,4.21,0.92,-0.55,-23.54,51.73,-400.00
S,S,-0.01,0.03,0.98,4.27,0.73,-0.55,-23.54,51.73,-400.00
S,S,-0.01,0.03,0.98,4.03,0.79,-0.55,-23.54,51.73,-400.00
S,S,-0.01,0.03,0.98,4.09,0.79,-0.61,-23.54,51.73,-400.00
S,S,-0.00,0.02,0.98,4.09,0.79,-0.61,-23.74,51.75,-400.00
S,S,-0.00,0.02,0.98,3.97,0.73,-0.61,-23.74,51.75,-400.00
S,S,-0.01,0.03,0.98,4.03,0.67,-0.61,-23.74,51.75,-400.00
S,S,-0.01,0.03,0.98,4.03,0.73,-0.43,-23.46,52.15,-400.00
S,S,-0.01,0.03,0.98,4.03,0.98,-0.49,-23.46,52.15,-400.00
S,S,-0.00,0.03,0.98,4.21,0.85,-0.49,-23.46,52.15,-400.00
S,S,-0.01,0.03,0.98,4.09,0.85,-0.61,-23.46,52.15,-400.00
S,S,-0.01,0.02,0.98,4.15,0.85,-0.61,-23.82,51.62,-400.00
S,S,-0.01,0.03,0.98,4.21,0.79,-0.61,-23.82,51.62,-400.00
S,S,-0.00,0.03,0.98,4.21,0.85,-0.55,-23.82,51.62,-400.00
S,S,-0.00,0.03,0.98,4.15,0.98,-0.55,-23.13,51.72,-400.00
S,S,-0.00,0.03,0.98,4.03,0.79,-0.67,-23.13,51.72,-400.00
S,S,-0.01,0.03,0.98,3.91,0.85,-0.61,-23.13,51.72,-400.00
S,S,-0.01,0.02,0.98,4.21,0.85,-0.67,-23.13,51.72,-400.00
S,S,-0.01,0.03,0.98,4.15,0.79,-0.55,-23.35,52.21,-400.00
S,S,-0.01,0.03,0.98,4.03,0.79,-0.55,-23.35,52.21,-400.00
S,S,-0.01,0.03,0.98,4.03,0.67,-0.49,-23.35,52.21,-400.00
S,S,-0.01,0.03,0.98,4.03,0.73,-0.55,-23.68,51.95,-400.00
S,S,-0.00,0.03,0.98,4.15,0.79,-0.55,-23.68,51.95,-400.00
S,S,-0.00,0.03,0.98,4.27,1.04,-0.61,-23.68,51.95,-400.00
S,S,-0.01,0.03,0.98,4.27,0.85,-0.55,-23.75,51.92,-400.00
S,S,-0.01,0.03,0.98,4.15,0.67,-0.67,-23.75,51.92,-400.00
S,S,-0.01,0.02,0.98,4.09,0.79,-0.61,-23.75,51.92,-400.00
S,S,-0.01,0.03,0.98,4.03,0.92,-0.43,-23.75,51.92,-400.00
S,S,-0.00,0.03,0.98,4.15,0.73,-0.55,-23.95,52.43,-400.00
S,S,-0.00,0.03,0.98,3.97,0.98,-0.67,-23.95,52.43,-400.00
S,S,-0.01,0.03,0.98,4.03,0.85,-0.43,-23.95,52.43,-400.00
S,S,-0.01,0.03,0.98,3.97,0.67,-0.61,-23.90,51.73,-400.00
S,S,-0.01,0.03,0.98,3.91,0.85,-0.55,-23.90,51.73,-400.00
S,S,-0.01,0.02,0.98,3.91,0.85,-0.43,-23.90,51.73,-400.00
S,S,-0.01,0.03,0.98,4.15,0.79,-0.55,-23.90,51.73,-400.00
S,S,-0.01,0.03,0.98,4.09,0.98,-0.61,-23.39,51.65,-400.00
S,S,-0.01,0.03,0.98,4.15,0.79,-0.67,-23.39,51.65,-400.00
S,S,-0.00,0.03,0.98,4.15,0.85,-0.67,-23.39,51.65,-400.00
S,S,-0.01,0.03,0.98,4.03,0.73,-0.61,-23.25,52.14,-400.00
S,S,-0.00,0.03,0.98,3.97,0.85,-0.67,-23.25,52.14,-400.00
S,S,-0.01,0.03,0.98,4.21,0.85,-0.67,-23.25,52.14,-400.00
S,S,-0.01,0.03,0.98,4.03,0.79,-0.55,-23.39,51.62,-400.00
S,S,-0.01,0.03,0.98,4.09,0.85,-0.55,-23.39,51.62,-400.00
S,S,-0.01,0.03,0.98,4.15,0.67,-0.61,-23.39,51.62,-400.00
S,S,-0.01,0.03,0.98,4.15,0.73,-0.67,-23.39,51.62,-400.00
S,S,-0.01,0.03,0.98,3.85,0.98,-0.79,-23.88,52.03,-400.00
S,S,-0.01,0.03,0.97,4.09,0.73,-0.61,-23.88,52.03,-400.00
S,S,-0.01,0.03,0.99,4.09,0.98,-0.49,-23.88,52.03,-400.00
S,S,-0.01,0.03,0.98,4.03,0.73,-0.55,-23.60,51.82,-400.00
S,S,-0.00,0.03,0.98,3.91,0.79,-0.55,-23.60,51.82,-400.00
S,S,-0.00,0.03,0.98,4.03,0.98,-0.67,-23.60,51.82,-400.00
S,S,-0.01,0.03,0.98,3.91,0.79,-0.61,-23.60,51.82,-400.00
S,S,-0.00,0.03,0.98,4.15,0.67,-0.55,-23.18,51.90,-400.00
S,S,-0.01,0.03,0.98,4.03,0.85,-0.49,-23.18,51.90,-400.00
S,S,-0.01,0.02,0.98,4.21,0.92,-0.55,-23.18,51.90,-400.00
S,S,-0.01,0.03,0.98,3.97,1.04,-0.61,-23.56,51.79,-400.00
S,S,-0.00,0.03,0.98,3.85,0.73,-0.61,-23.56,51.79,-400.00
S,S,-0.01,0.03,0.98,4.15,0.85,-0.67,-23.56,51.79,-400.00
S,S,-0.01,0.03,0.98,4.21,0.73,-0.55,-23.56,51.79,-400.00
S,S,-0.01,0.03,0.98,4.21,0.61,-0.55,-23.54,51.46,-400.00
S,S,-0.01,0.03,0.99,4.21,0.73,-0.73,-23.54,51.46,-400.00
S,S,-0.01,0.03,0.98,4.21,0.73,-0.49,-23.54,51.46,-400.00
S,S,-0.00,0.03,0.98,4.21,0.79,-0.61,-23.17,52.14,-400.00
S,S,-0.00,0.03,0.97,4.21,0.79,-0.49,-23.17,52.14,-400.00
S,S,-0.01,0.03,0.98,3.97,0.98,-0.55,-23.17,52.14,-400.00
S,S,-0.01,0.03,0.98,3.97,0.98,-0.49,-23.54,51.21,-400.00
S,S,-0.00,0.03,0.98,4.03,1.10,-0.49,-23.54,51.21,-400.00
S,S,-0.01,0.02,0.98,4.15,0.98,-0.61,-23.54,51.21,-400.00
S,S,-0.01,0.03,0.98,3.91,0.85,-0.55,-23.54,51.21,-400.00
S,S,-0.01,0.03,0.98,4.09,0.85,-0.67,-23.63,51.70,-400.00
S,S,-0.00,0.03,0.98,3.97,0.79,-0.67,-23.63,51.70,-400.00
S,S,-0.00,0.03,0.98,4.21,0.73,-0.61,-23.63,51.70,-400.00
S,S,-0.01,0.03,0.98,3.91,0.79,-0.73,-23.44,51.66,-400.00
S,S,-0.01,0.03,0.98,4.03,0.73,-0.37,-23.44,51.66,-400.00
S,S,-0.01,0.03,0.98,3.97,0.85,-0.55,-23.44,51.66,-400.00
S,S,-0.01,0.02,0.98,3.91,0.85,-0.49,-23.44,51.66,-400.00
S,S,-0.01,0.03,0.98,4.21,0.98,-0.55,-23.19,51.77,-400.00
S,S,-0.00,0.03,0.98,3.85,0.98,-0.43,-23.19,51.77,-400.00
S,S,-0.00,0.03,0.98,4.27,0.73,-0.73,-23.19,51.77,-400.00
S,S,-0.00,0.03,0.98,4.09,0.73,-0.43,-23.82,51.14,-400.00
S,S,-0.00,0.03,0.98,4.33,0.85,-0.67,-23.82,51.14,-400.00
S,S,-0.01,0.02,0.98,4.27,0.79,-0.61,-23.82,51.14,-400.00
S,S,-0.01,0.03,0.98,4.15,0.85,-0.67,-23.27,52.01,-400.00
S,S,-0.01,0.03,0.98,4.09,0.67,-0.61,-23.27,52.01,-400.00
S,S,-0.01,0.03,0.98,4.09,0.79,-0.49,-23.27,52.01,-400.00
S,S,-0.00,0.03,0.98,3.91,0.92,-0.43,-23.27,52.01,-400.00
S,S,-0.00,0.03,0.98,3.72,0.92,-0.61,-23.07,52.03,-400.00
S,S,-0.00,0.03,0.98,4.15,0.92,-0.49,-23.07,52.03,-400.00
S,S,-0.01,0.02,0.99,4.21,0.85,-0.49,-23.07,52.03,-400.00
S,S,-0.01,0.03,0.99,4.21,0.61,-0.61,-23.74,52.43,-400.00
S,S,-0.00,0.03,0.98,4.09,0.61,-0.49,-23.74,52.43,-400.00
S,S,-0.01,0.03,0.98,4.21,0.73,-0.73,-23.74,52.43,-400.00
S,S,-0.01,0.03,0.98,4.15,0.55,-0.73,-23.74,52.43,-400.00
S,S,-0.00,0.03,0.98,4.09,0.92,-0.55,-23.38,51.87,-400.00
S,S,-0.01,0.03,0.98,3.97,0.85,-0.55,-23.38,51.87,-400.00
S,S,-0.01,0.03,0.98,4.21,0.79,-0.61,-23.38,51.87,-400.00
S,S,-0.00,0.03,0.98,3.91,0.85,-0.67,-23.56,51.92,-400.00
S,S,-0.01,0.03,0.98,4.21,0.85,-0.67,-23.56,51.92,-400.00
S,S,-0.01,0.02,0.98,3.97,0.79,-0.49,-23.56,51.92,-400.00
S,S,-0.01,0.02,0.98,3.78,0.73,-0.55,-23.56,51.92,-400.00
S,S,-0.01,0.03,0.98,4.09,0.79,-0.61,-23.66,52.50,-400.00
